fecha_analisis,total_productos_ml,total_empleos_linkedin,precio_promedio_ml,precio_mediano_ml,productos_disponibles,productos_envio_gratis,empleos_remotos,empleos_presenciales,empleos_hibridos
2025-06-07 02:59:54,80,39,750580.98,615999.0,80,67,27,1,7
