fecha_analisis,total_productos_ml,total_empleos_linkedin,precio_promedio_ml,precio_mediano_ml,productos_disponibles,productos_envio_gratis,empleos_remotos,empleos_presenciales,empleos_hibridos
2025-06-05 13:07:15,80,39,868699.36,587693.0,80,64,32,2,3
